,keywords,times,tf,idf,tfidf
767,Employee,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
462,versions,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
781,bar,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
498,documentation,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
502,labels,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
473,Constant,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
658,bad,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
513,Vector,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
468,left,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
478,codeint,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
640,FALSE,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
961,break,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
888,contains,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
437,yet,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
572,valid,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
570,containing,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
569,done,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
739,constant3,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
299,non,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
578,unit,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
540,prints,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
558,freed,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
694,causes,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
791,list,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
679,host,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
654,Portability,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
72,declare,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
643,Web,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
436,Accessing,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
84,added,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
252,Create,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
260,however,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
268,second,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
879,etc,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
877,false,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
278,secure,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
102,dereference,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
80,placed,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
93,standard,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
285,thesame,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
292,So,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
868,constructor,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
73,integer,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
434,subclass,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
87,longer,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
897,creates,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
782,stylecomments,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
399,components,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
7,Assignment,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
189,Hello,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
186,lifecycle,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
183,simple,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
181,concatenate,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
179,ButtonsButton,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
154,idi,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
117,alt,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
110,ignored,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
109,TrivialApplet,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
286,hardware,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
320,Strings,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
317,IEEE,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
61,their,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
946,error,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
174,specific,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
948,Every,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
918,features,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
305,ObjectsA,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
195,inC,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
950,just,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
203,task,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
130,Wide,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
207,bounds,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
171,window,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
218,ExpressionsItemExamples,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
123,Program,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
122,structure,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
121,them,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
236,II,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
138,instantiates,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
321,during,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
955,Declarations,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
169,more,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
204,tothe,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
9,level,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
989,checking,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
373,calls,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
1007,invoked,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
343,Comments,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
1009,cannot,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
375,member,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
341,points,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
5,However,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
347,simply,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
366,available,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
377,written,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
31,initialized,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
841,Simple,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
365,Each,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
335,awt,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
328,orin,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
993,interpreted,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
67,illustrate,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
329,particular,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
381,AppletName,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
985,existing,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
1006,variableName,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
398,addition,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
330,argument,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
334,execution,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
36,opening,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
369,instantiated,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
988,independent,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
1010,setTitle,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
831,behavior,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
835,If,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
1001,Applets,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
389,dynamically,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
687,e6D,1,4.037630718294505e-05,0.0,0.0
688,visible,1,4.037630718294505e-05,0.0,0.0
953,Cloneable,1,4.037630718294505e-05,0.0,0.0
686,phase,1,4.037630718294505e-05,0.0,0.0
724,Javaruntime,1,4.037630718294505e-05,0.0,0.0
944,otherJava,1,4.037630718294505e-05,0.0,0.0
998,Javavariables,1,4.037630718294505e-05,0.0,0.0
947,Three,1,4.037630718294505e-05,0.0,0.0
934,manager,1,4.037630718294505e-05,0.0,0.0
936,freeing,1,4.037630718294505e-05,0.0,0.0
939,StartingClassName,1,4.037630718294505e-05,0.0,0.0
722,Generic,1,4.037630718294505e-05,0.0,0.0
949,keywords,1,4.037630718294505e-05,0.0,0.0
682,togroup,1,4.037630718294505e-05,0.0,0.0
681,SemanticsPortabilityJava,1,4.037630718294505e-05,0.0,0.0
475,arraya,1,4.037630718294505e-05,0.0,0.0
733,illegal,1,4.037630718294505e-05,0.0,0.0
726,Sockets,1,4.037630718294505e-05,0.0,0.0
940,StatementsJava,1,4.037630718294505e-05,0.0,0.0
943,broad,1,4.037630718294505e-05,0.0,0.0
730,attemptingto,1,4.037630718294505e-05,0.0,0.0
729,isrevisited,1,4.037630718294505e-05,0.0,0.0
945,things,1,4.037630718294505e-05,0.0,0.0
684,TypeDescriptionbooleantrue,1,4.037630718294505e-05,0.0,0.0
727,deiconify,1,4.037630718294505e-05,0.0,0.0
803,allowed,1,4.037630718294505e-05,0.0,0.0
1008,copysemantics,1,4.037630718294505e-05,0.0,0.0
732,proper,1,4.037630718294505e-05,0.0,0.0
735,implied,1,4.037630718294505e-05,0.0,0.0
941,thedifference,1,4.037630718294505e-05,0.0,0.0
980,guaranteed,1,4.037630718294505e-05,0.0,0.0
970,StructureA,1,4.037630718294505e-05,0.0,0.0
992,youmust,1,4.037630718294505e-05,0.0,0.0
721,body,1,4.037630718294505e-05,0.0,0.0
933,mandatory,1,4.037630718294505e-05,0.0,0.0
991,burden,1,4.037630718294505e-05,0.0,0.0
972,messagesfrom,1,4.037630718294505e-05,0.0,0.0
990,internally,1,4.037630718294505e-05,0.0,0.0
703,yourbrowser,1,4.037630718294505e-05,0.0,0.0
696,Version,1,4.037630718294505e-05,0.0,0.0
974,efficiency,1,4.037630718294505e-05,0.0,0.0
987,Classes,1,4.037630718294505e-05,0.0,0.0
975,sstill,1,4.037630718294505e-05,0.0,0.0
702,Bitmaps,1,4.037630718294505e-05,0.0,0.0
701,definitionsimport,1,4.037630718294505e-05,0.0,0.0
976,content,1,4.037630718294505e-05,0.0,0.0
700,atruntime,1,4.037630718294505e-05,0.0,0.0
986,ConstantsVariables,1,4.037630718294505e-05,0.0,0.0
981,Storing,1,4.037630718294505e-05,0.0,0.0
706,advantage,1,4.037630718294505e-05,0.0,0.0
1005,details,1,4.037630718294505e-05,0.0,0.0
707,generatedocumentation,1,4.037630718294505e-05,0.0,0.0
709,classthat,1,4.037630718294505e-05,0.0,0.0
1004,Part,1,4.037630718294505e-05,0.0,0.0
1002,upper,1,4.037630718294505e-05,0.0,0.0
984,allJava,1,4.037630718294505e-05,0.0,0.0
719,thedirectories,1,4.037630718294505e-05,0.0,0.0
997,Internet,1,4.037630718294505e-05,0.0,0.0
718,related,1,4.037630718294505e-05,0.0,0.0
717,Double,1,4.037630718294505e-05,0.0,0.0
690,constant077nullthe,1,4.037630718294505e-05,0.0,0.0
956,deep,1,4.037630718294505e-05,0.0,0.0
716,harm,1,4.037630718294505e-05,0.0,0.0
784,Method,1,4.037630718294505e-05,0.0,0.0
965,symbol,1,4.037630718294505e-05,0.0,0.0
794,undefined,1,4.037630718294505e-05,0.0,0.0
713,highest,1,4.037630718294505e-05,0.0,0.0
996,flavors,1,4.037630718294505e-05,0.0,0.0
712,longerneeded,1,4.037630718294505e-05,0.0,0.0
968,ofC,1,4.037630718294505e-05,0.0,0.0
711,toconvert,1,4.037630718294505e-05,0.0,0.0
995,problemsbecause,1,4.037630718294505e-05,0.0,0.0
969,inaccessible,1,4.037630718294505e-05,0.0,0.0
708,much,1,4.037630718294505e-05,0.0,0.0
821,running,1,4.037630718294505e-05,0.0,0.0
754,Frameremoves,1,4.037630718294505e-05,0.0,0.0
931,Interpreter,1,4.037630718294505e-05,0.0,0.0
797,beginwith,1,4.037630718294505e-05,0.0,0.0
851,whenquitting,1,4.037630718294505e-05,0.0,0.0
852,stale,1,4.037630718294505e-05,0.0,0.0
785,vspace,1,4.037630718294505e-05,0.0,0.0
793,whiledo,1,4.037630718294505e-05,0.0,0.0
792,implementor,1,4.037630718294505e-05,0.0,0.0
790,ParamTest,1,4.037630718294505e-05,0.0,0.0
854,compatible,1,4.037630718294505e-05,0.0,0.0
856,displays,1,4.037630718294505e-05,0.0,0.0
858,looks,1,4.037630718294505e-05,0.0,0.0
859,typesint,1,4.037630718294505e-05,0.0,0.0
798,u00aeboolean,1,4.037630718294505e-05,0.0,0.0
860,arguments,1,4.037630718294505e-05,0.0,0.0
787,corrupt,1,4.037630718294505e-05,0.0,0.0
863,Anything,1,4.037630718294505e-05,0.0,0.0
864,appropriate,1,4.037630718294505e-05,0.0,0.0
865,notpresent,1,4.037630718294505e-05,0.0,0.0
867,Instance,1,4.037630718294505e-05,0.0,0.0
715,andt,1,4.037630718294505e-05,0.0,0.0
705,methodshould,1,4.037630718294505e-05,0.0,0.0
840,atJava,1,4.037630718294505e-05,0.0,0.0
966,ishandled,1,4.037630718294505e-05,0.0,0.0
870,character,1,4.037630718294505e-05,0.0,0.0
780,portions,1,4.037630718294505e-05,0.0,0.0
779,When,1,4.037630718294505e-05,0.0,0.0
862,whenever,1,4.037630718294505e-05,0.0,0.0
799,suffixhexadecimal,1,4.037630718294505e-05,0.0,0.0
847,deallocates,1,4.037630718294505e-05,0.0,0.0
802,unnecessarily,1,4.037630718294505e-05,0.0,0.0
822,leading,1,4.037630718294505e-05,0.0,0.0
824,assignments,1,4.037630718294505e-05,0.0,0.0
817,youoverride,1,4.037630718294505e-05,0.0,0.0
816,stat1case,1,4.037630718294505e-05,0.0,0.0
815,objectsuperthe,1,4.037630718294505e-05,0.0,0.0
826,depot,1,4.037630718294505e-05,0.0,0.0
827,dimensional,1,4.037630718294505e-05,0.0,0.0
812,Window,1,4.037630718294505e-05,0.0,0.0
828,well,1,4.037630718294505e-05,0.0,0.0
829,local,1,4.037630718294505e-05,0.0,0.0
809,NullPointerException,1,4.037630718294505e-05,0.0,0.0
808,stat3,1,4.037630718294505e-05,0.0,0.0
807,often,1,4.037630718294505e-05,0.0,0.0
832,Stacks,1,4.037630718294505e-05,0.0,0.0
806,Jim,1,4.037630718294505e-05,0.0,0.0
833,leads,1,4.037630718294505e-05,0.0,0.0
834,structs,1,4.037630718294505e-05,0.0,0.0
805,blank,1,4.037630718294505e-05,0.0,0.0
837,concatenated,1,4.037630718294505e-05,0.0,0.0
838,square,1,4.037630718294505e-05,0.0,0.0
839,leaked,1,4.037630718294505e-05,0.0,0.0
869,fill,1,4.037630718294505e-05,0.0,0.0
270,translates,1,4.037630718294505e-05,0.0,0.0
257,distributed,1,4.037630718294505e-05,0.0,0.0
778,III,1,4.037630718294505e-05,0.0,0.0
761,plus,1,4.037630718294505e-05,0.0,0.0
736,useful,1,4.037630718294505e-05,0.0,0.0
873,onany,1,4.037630718294505e-05,0.0,0.0
874,searches,1,4.037630718294505e-05,0.0,0.0
758,including,1,4.037630718294505e-05,0.0,0.0
920,mainwindow,1,4.037630718294505e-05,0.0,0.0
921,useStringBuffer,1,4.037630718294505e-05,0.0,0.0
757,constant4float,1,4.037630718294505e-05,0.0,0.0
923,basic,1,4.037630718294505e-05,0.0,0.0
755,effort,1,4.037630718294505e-05,0.0,0.0
924,representation,1,4.037630718294505e-05,0.0,0.0
925,hspace,1,4.037630718294505e-05,0.0,0.0
753,functionwould,1,4.037630718294505e-05,0.0,0.0
844,Blah,1,4.037630718294505e-05,0.0,0.0
752,interesting,1,4.037630718294505e-05,0.0,0.0
917,sections,1,4.037630718294505e-05,0.0,0.0
750,returnreturn,1,4.037630718294505e-05,0.0,0.0
748,observation,1,4.037630718294505e-05,0.0,0.0
747,typespurely,1,4.037630718294505e-05,0.0,0.0
746,remains,1,4.037630718294505e-05,0.0,0.0
745,Put,1,4.037630718294505e-05,0.0,0.0
927,page,1,4.037630718294505e-05,0.0,0.0
743,Return,1,4.037630718294505e-05,0.0,0.0
741,parameterscodebase,1,4.037630718294505e-05,0.0,0.0
928,TypesPrimitive,1,4.037630718294505e-05,0.0,0.0
929,leakage,1,4.037630718294505e-05,0.0,0.0
738,ifthey,1,4.037630718294505e-05,0.0,0.0
737,block,1,4.037630718294505e-05,0.0,0.0
751,methodcauses,1,4.037630718294505e-05,0.0,0.0
913,scrollbars,1,4.037630718294505e-05,0.0,0.0
875,testCommentsJava,1,4.037630718294505e-05,0.0,0.0
231,happens,1,4.037630718294505e-05,0.0,0.0
269,independentbyte,1,4.037630718294505e-05,0.0,0.0
876,integerint,1,4.037630718294505e-05,0.0,0.0
773,difficult,1,4.037630718294505e-05,0.0,0.0
880,shift,1,4.037630718294505e-05,0.0,0.0
881,jumping,1,4.037630718294505e-05,0.0,0.0
771,buttonsa,1,4.037630718294505e-05,0.0,0.0
883,allocation,1,4.037630718294505e-05,0.0,0.0
886,outside,1,4.037630718294505e-05,0.0,0.0
890,bindJava,1,4.037630718294505e-05,0.0,0.0
891,means,1,4.037630718294505e-05,0.0,0.0
769,themout,1,4.037630718294505e-05,0.0,0.0
768,arithmeticJava,1,4.037630718294505e-05,0.0,0.0
892,commenting,1,4.037630718294505e-05,0.0,0.0
893,Multi,1,4.037630718294505e-05,0.0,0.0
766,mml,1,4.037630718294505e-05,0.0,0.0
894,computer,1,4.037630718294505e-05,0.0,0.0
899,notspecify,1,4.037630718294505e-05,0.0,0.0
765,discussed,1,4.037630718294505e-05,0.0,0.0
764,Such,1,4.037630718294505e-05,0.0,0.0
902,scoped,1,4.037630718294505e-05,0.0,0.0
762,constant0x123octal,1,4.037630718294505e-05,0.0,0.0
904,differences,1,4.037630718294505e-05,0.0,0.0
911,nameListobj,1,4.037630718294505e-05,0.0,0.0
912,loader,1,4.037630718294505e-05,0.0,0.0
776,bitschar16,1,4.037630718294505e-05,0.0,0.0
849,right,1,4.037630718294505e-05,0.0,0.0
0,commentary,1,4.037630718294505e-05,0.0,0.0
676,iconifyyour,1,4.037630718294505e-05,0.0,0.0
230,Buttonobject,1,4.037630718294505e-05,0.0,0.0
749,arrayobject,1,4.037630718294505e-05,0.0,0.0
915,Id,1,4.037630718294505e-05,0.0,0.0
232,requires,1,4.037630718294505e-05,0.0,0.0
233,native,1,4.037630718294505e-05,0.0,0.0
226,PC,1,4.037630718294505e-05,0.0,0.0
242,Therefore,1,4.037630718294505e-05,0.0,0.0
229,Language,1,4.037630718294505e-05,0.0,0.0
243,applies,1,4.037630718294505e-05,0.0,0.0
245,Standalone,1,4.037630718294505e-05,0.0,0.0
247,errors,1,4.037630718294505e-05,0.0,0.0
249,stat2switchswitch,1,4.037630718294505e-05,0.0,0.0
251,corner,1,4.037630718294505e-05,0.0,0.0
253,above,1,4.037630718294505e-05,0.0,0.0
254,CollectionAn,1,4.037630718294505e-05,0.0,0.0
256,calledequals,1,4.037630718294505e-05,0.0,0.0
244,disks,1,4.037630718294505e-05,0.0,0.0
228,command,1,4.037630718294505e-05,0.0,0.0
227,index,1,4.037630718294505e-05,0.0,0.0
182,considered,1,4.037630718294505e-05,0.0,0.0
222,normal,1,4.037630718294505e-05,0.0,0.0
188,compared,1,4.037630718294505e-05,0.0,0.0
190,clean,1,4.037630718294505e-05,0.0,0.0
191,thatknow,1,4.037630718294505e-05,0.0,0.0
194,Thisstatement,1,4.037630718294505e-05,0.0,0.0
197,calledonce,1,4.037630718294505e-05,0.0,0.0
201,thisthe,1,4.037630718294505e-05,0.0,0.0
202,accompanying,1,4.037630718294505e-05,0.0,0.0
206,UNICODE,1,4.037630718294505e-05,0.0,0.0
208,int00000In,1,4.037630718294505e-05,0.0,0.0
210,objectresults,1,4.037630718294505e-05,0.0,0.0
211,suffixdouble,1,4.037630718294505e-05,0.0,0.0
212,operating,1,4.037630718294505e-05,0.0,0.0
216,stats,1,4.037630718294505e-05,0.0,0.0
223,Pointers,1,4.037630718294505e-05,0.0,0.0
842,combination,1,4.037630718294505e-05,0.0,0.0
225,respond,1,4.037630718294505e-05,0.0,0.0
265,Instead,1,4.037630718294505e-05,0.0,0.0
238,operations,1,4.037630718294505e-05,0.0,0.0
240,orviruses,1,4.037630718294505e-05,0.0,0.0
258,nameListqualified,1,4.037630718294505e-05,0.0,0.0
259,many,1,4.037630718294505e-05,0.0,0.0
261,objectGeneral,1,4.037630718294505e-05,0.0,0.0
304,ExecutionThe,1,4.037630718294505e-05,0.0,0.0
307,Terence,1,4.037630718294505e-05,0.0,0.0
308,npackage,1,4.037630718294505e-05,0.0,0.0
310,StatementsStatementExamplesifif,1,4.037630718294505e-05,0.0,0.0
311,hostplatform,1,4.037630718294505e-05,0.0,0.0
315,drawing,1,4.037630718294505e-05,0.0,0.0
316,brackets,1,4.037630718294505e-05,0.0,0.0
318,codenew,1,4.037630718294505e-05,0.0,0.0
323,zero,1,4.037630718294505e-05,0.0,0.0
324,single,1,4.037630718294505e-05,0.0,0.0
325,removed,1,4.037630718294505e-05,0.0,0.0
326,codedirectly,1,4.037630718294505e-05,0.0,0.0
327,instead,1,4.037630718294505e-05,0.0,0.0
331,runs,1,4.037630718294505e-05,0.0,0.0
333,created,1,4.037630718294505e-05,0.0,0.0
337,align,1,4.037630718294505e-05,0.0,0.0
339,stat1if,1,4.037630718294505e-05,0.0,0.0
301,javadoc,1,4.037630718294505e-05,0.0,0.0
177,EqualityTwo,1,4.037630718294505e-05,0.0,0.0
300,rewrite,1,4.037630718294505e-05,0.0,0.0
293,Applications,1,4.037630718294505e-05,0.0,0.0
262,lack,1,4.037630718294505e-05,0.0,0.0
263,inflexible,1,4.037630718294505e-05,0.0,0.0
264,something,1,4.037630718294505e-05,0.0,0.0
266,systemresources,1,4.037630718294505e-05,0.0,0.0
734,complexity,1,4.037630718294505e-05,0.0,0.0
99,automaticallys,1,4.037630718294505e-05,0.0,0.0
613,acompilation,1,4.037630718294505e-05,0.0,0.0
274,reserve,1,4.037630718294505e-05,0.0,0.0
275,priority,1,4.037630718294505e-05,0.0,0.0
279,Common,1,4.037630718294505e-05,0.0,0.0
280,Buttonnull,1,4.037630718294505e-05,0.0,0.0
281,deallocated,1,4.037630718294505e-05,0.0,0.0
287,CLASSPATH,1,4.037630718294505e-05,0.0,0.0
288,area,1,4.037630718294505e-05,0.0,0.0
291,literals,1,4.037630718294505e-05,0.0,0.0
297,apply,1,4.037630718294505e-05,0.0,0.0
340,objectPrimitive,1,4.037630718294505e-05,0.0,0.0
173,modified,1,4.037630718294505e-05,0.0,0.0
170,systems,1,4.037630718294505e-05,0.0,0.0
46,stat2default,1,4.037630718294505e-05,0.0,0.0
39,contained,1,4.037630718294505e-05,0.0,0.0
47,AppletTemplate,1,4.037630718294505e-05,0.0,0.0
54,every,1,4.037630718294505e-05,0.0,0.0
55,idInteger,1,4.037630718294505e-05,0.0,0.0
56,programmingThe,1,4.037630718294505e-05,0.0,0.0
59,takes,1,4.037630718294505e-05,0.0,0.0
40,ValuesArguments,1,4.037630718294505e-05,0.0,0.0
60,Interfaces,1,4.037630718294505e-05,0.0,0.0
63,terminated,1,4.037630718294505e-05,0.0,0.0
64,literaltrue,1,4.037630718294505e-05,0.0,0.0
65,allocatesmemory,1,4.037630718294505e-05,0.0,0.0
66,optionally,1,4.037630718294505e-05,0.0,0.0
68,note,1,4.037630718294505e-05,0.0,0.0
70,completely,1,4.037630718294505e-05,0.0,0.0
71,Arraysint,1,4.037630718294505e-05,0.0,0.0
49,processed,1,4.037630718294505e-05,0.0,0.0
157,order,1,4.037630718294505e-05,0.0,0.0
549,MAX_VALUE,1,4.037630718294505e-05,0.0,0.0
1,inJava,1,4.037630718294505e-05,0.0,0.0
2,sizes,1,4.037630718294505e-05,0.0,0.0
8,DescriptionJava,1,4.037630718294505e-05,0.0,0.0
12,expressions,1,4.037630718294505e-05,0.0,0.0
13,equivalentcode,1,4.037630718294505e-05,0.0,0.0
14,proneJava,1,4.037630718294505e-05,0.0,0.0
15,latest,1,4.037630718294505e-05,0.0,0.0
19,before,1,4.037630718294505e-05,0.0,0.0
20,modules,1,4.037630718294505e-05,0.0,0.0
22,img,1,4.037630718294505e-05,0.0,0.0
24,number,1,4.037630718294505e-05,0.0,0.0
27,nonportable,1,4.037630718294505e-05,0.0,0.0
28,statwhilewhile,1,4.037630718294505e-05,0.0,0.0
29,conversions,1,4.037630718294505e-05,0.0,0.0
32,places,1,4.037630718294505e-05,0.0,0.0
33,listed,1,4.037630718294505e-05,0.0,0.0
35,restrictions,1,4.037630718294505e-05,0.0,0.0
74,statdo,1,4.037630718294505e-05,0.0,0.0
83,lines,1,4.037630718294505e-05,0.0,0.0
91,Descriptionidi,1,4.037630718294505e-05,0.0,0.0
92,across,1,4.037630718294505e-05,0.0,0.0
139,notnecessary,1,4.037630718294505e-05,0.0,0.0
141,reduces,1,4.037630718294505e-05,0.0,0.0
142,multiple,1,4.037630718294505e-05,0.0,0.0
144,convention,1,4.037630718294505e-05,0.0,0.0
148,old,1,4.037630718294505e-05,0.0,0.0
149,Byte,1,4.037630718294505e-05,0.0,0.0
150,deallocating,1,4.037630718294505e-05,0.0,0.0
151,returns,1,4.037630718294505e-05,0.0,0.0
152,Aplications,1,4.037630718294505e-05,0.0,0.0
62,double64,1,4.037630718294505e-05,0.0,0.0
156,provided,1,4.037630718294505e-05,0.0,0.0
38,pretend,1,4.037630718294505e-05,0.0,0.0
158,Sends,1,4.037630718294505e-05,0.0,0.0
106,Ifyou,1,4.037630718294505e-05,0.0,0.0
160,MML,1,4.037630718294505e-05,0.0,0.0
163,nested,1,4.037630718294505e-05,0.0,0.0
561,bring,1,4.037630718294505e-05,0.0,0.0
164,linking,1,4.037630718294505e-05,0.0,0.0
165,try,1,4.037630718294505e-05,0.0,0.0
137,bitsint32,1,4.037630718294505e-05,0.0,0.0
172,pointerYou,1,4.037630718294505e-05,0.0,0.0
136,precedence,1,4.037630718294505e-05,0.0,0.0
132,parseInt,1,4.037630718294505e-05,0.0,0.0
